Name,Description,Seller Comments,City,Brand,Model,Year,Mileage,Actual Price,Predicted Price,Absolute Error,Percentage Error (%),Ad URL
Suzuki Mehran 2012 for sale in Islamabad,mehran scheme wali 2012 model hy gari almost jenven hy koi kaam nhi hony wala bio available hy,mehran scheme wali 2012 model hy gari almost jenven hy koi kaam nhi hony wala bio available hy Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,70000,650000,759116.6666666666,-109116.66666666663,-16.787179487179483,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10371171
Suzuki Mehran 2016 for sale in Islamabad,"Mehran 2016
White 
Power windows
Power Stering 
Led 
Back Camera 
alloys rims",Mehran 2016 White Power windows Power Stering Led Back Camera alloys rims Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,102000,1120000,1228883.3333333333,-108883.33333333326,-9.721726190476183,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10476187
Suzuki Mehran 2018 for sale in Islamabad,"mahran vxr 2018 Lahore number 
new brand teyer 
2 piece touching ha 
Baki original ha",mahran vxr 2018 Lahore number new brand teyer 2 piece touching ha Baki original ha Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,100000,1280000,1388804.431111111,-108804.43111111107,-8.500346180555553,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10427860
Suzuki Mehran 2018 for sale in Islamabad,"Suzuki Mehran VX Euro II 
AC Installed
Engine suspension 100 %
New tyres installed. Minor touching. Lahore registered.",Suzuki Mehran VX Euro II AC Installed Engine suspension 100 % New tyres installed. Minor touching. Lahore registered. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,72000,1350000,1458612.9833333334,-108612.9833333334,-8.04540617283951,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10402243
Suzuki Mehran 2018 for sale in Islamabad,"For Sale: Suzuki Mehran 2018 – Reliable & Economical Drive

Model: 2018
Driven: 138,000 KMs
Non accidental, Bumper to Bumper Ok
Color: White (Showered due to sun exposure; original color white)
Typres: front 2 tyres are New and back 2 are old
Engine: Totally okay – never repaired
AC: Perfectly working
Rims: Stylish alloy rims installed
Condition: Non-accidental
Documents: Registration and biometric available on the spot

This Suzuki Mehran is a well-maintained, fuel-efficient car ideal for daily use. The engine is in excellent condition, and the AC works perfectly to keep you cool even on the hottest days. The body has been showered due to paint damage from prolonged sun exposure, but the original color is white. Alloy rims add a touch of style, and the car is completely non-accidental — giving you peace of mind.

Ready for transfer — just buy and drive!

Negotiation will be made on spot 

 Contact now for a test drive or more details! Inside out fully original. 

Lightweight allow rims. Will be sold to nearest offer. Never got into accident. Engine in pristine condition. Totally driven on petrol. Looking to sell the car urgently. All original documents are complete.","For Sale: Suzuki Mehran 2018 – Reliable & Economical Drive Model: 2018 Driven: 138,000 KMs Non accidental, Bumper to Bumper Ok Color: White (Showered due to sun exposure; original color white) Typres: front 2 tyres are New and back 2 are old Engine: Totally okay – never repaired AC: Perfectly working Rims: Stylish alloy rims installed Condition: Non-accidental Documents: Registration and biometric available on the spot This Suzuki Mehran is a well-maintained, fuel-efficient car ideal for daily use. The engine is in excellent condition, and the AC works perfectly to keep you cool even on the hottest days. The body has been showered due to paint damage from prolonged sun exposure, but the original color is white. Alloy rims add a touch of style, and the car is completely non-accidental — giving you peace of mind. Ready for transfer — just buy and drive! Negotiation will be made on spot Contact now for a test drive or more details! Inside out fully original. Lightweight allow rims. Will be sold to nearest offer. Never got into accident. Engine in pristine condition. Totally driven on petrol. Looking to sell the car urgently. All original documents are complete. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2018,138000,1250000,1357016.6666666667,-107016.66666666674,-8.56133333333334,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10389674
Suzuki Mehran 2014 for sale in Islamabad,neat & clean home used car   70 to 80 percent genuine  new light weight alloy rims  and tyres recently installed . chilled Ac . complete original file available,neat & clean home used car   70 to 80 percent genuine  new light weight alloy rims  and tyres recently installed . chilled Ac . complete original file available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,75000,995000,1100966.6666666667,-105966.66666666674,-10.649916247906205,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10467769
Suzuki Mehran 2018 for sale in Islamabad,Lightweight allow rims . All original documents are complete  .,Lightweight allow rims . All original documents are complete  . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,95000,1100000,1200166.6633333333,-100166.66333333333,-9.106060303030302,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10455544
Suzuki Mehran 2014 for sale in Islamabad,"Ac is cool 
BUFFER in the door
and
Euro car 
jejune bumper
colour painted 
Aly rym",Ac is cool BUFFER in the door and Euro car jejune bumper colour painted Aly rym Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,526152,1200000,1299233.3333333333,-99233.33333333326,-8.269444444444437,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10449179
Suzuki Mehran 2012 for sale in Islamabad,"white color
Multan Registered
Touching 50% Right Side
No Accident
AC required Only Gas
Tyer 50/50
Biometric available",white color Multan Registered Touching 50% Right Side No Accident AC required Only Gas Tyer 50/50 Biometric available Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,11140,750000,848866.6666666666,-98866.66666666663,-13.182222222222217,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10478332
Suzuki Mehran 2008 for sale in Islamabad,"inner outdoor genuine new tyres installed 
smoot drive petrol CNG both
engine  ok
documents clear
smart card 
own my name biometric on the spot All original documents are complete.",inner outdoor genuine new tyres installed smoot drive petrol CNG both engine  ok documents clear smart card own my name biometric on the spot All original documents are complete. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2008,90000,695000,790153.3333333334,-95153.33333333337,-13.691127098321349,https://www.pakwheels.com/used-cars/suzuki-mehran-2008-for-sale-in-islamabad-10385908
Suzuki Mehran 2012 for sale in Islamabad,"mehran 12 model for sell mery name py hy bio-matric on the spot new battery abi recently oil change hua Hy lpg cng both working 
lpg py 27/28 ki average Hy
cng 19/20
patrol 17/18
family used car only serious Byer contact me chaska party add Sy dur rehy apna r Mera time zaya na kry",mehran 12 model for sell mery name py hy bio-matric on the spot new battery abi recently oil change hua Hy lpg cng both working lpg py 27/28 ki average Hy cng 19/20 patrol 17/18 family used car only serious Byer contact me chaska party add Sy dur rehy apna r Mera time zaya na kry Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,123455,950000,1044133.3333333334,-94133.33333333337,-9.908771929824566,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10441042
Suzuki Mehran 2018 for sale in Islamabad,own my name total janven,own my name total janven Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,57000,1260000,1352473.33,-92473.33000000007,-7.33915317460318,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10483316
Suzuki Mehran 2015 for sale in Islamabad,"In showroom condition. Complete service details available. Fully maintained through authorized dealership. Price is slightly negotiable. Lightweight allow rims. Original book of this car is also available. All original documents are complete. Never got into accident. Brand new tires installed. Token tax paid for life. Need to sell the car urgently. Petrol driven, CNG never installed. Paint touchups in a few places. Army Officer driven. Engine is good condition.","In showroom condition. Complete service details available. Fully maintained through authorized dealership. Price is slightly negotiable. Lightweight allow rims. Original book of this car is also available. All original documents are complete. Never got into accident. Brand new tires installed. Token tax paid for life. Need to sell the car urgently. Petrol driven, CNG never installed. Paint touchups in a few places. Army Officer driven. Engine is good condition. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2015,62000,1240000,1332266.6666666667,-92266.66666666674,-7.44086021505377,https://www.pakwheels.com/used-cars/suzuki-mehran-2015-for-sale-in-islamabad-10423140
Suzuki Mehran 2014 for sale in Islamabad,All token taxes are paid to date. The car was in the use of an Army Officer. Complete service history available. Inside out fully original. As good as a brand new car. Paint touchups in a few places,All token taxes are paid to date. The car was in the use of an Army Officer. Complete service history available. Inside out fully original. As good as a brand new car. Paint touchups in a few places Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2014,78000,1035000,1124930.0,-89930.0,-8.688888888888888,https://www.pakwheels.com/used-cars/suzuki-mehran-2014-for-sale-in-islamabad-10477977
Suzuki Mehran 2002 for sale in Islamabad,"mehran for sale Lahore registeMuhred silver colour 2002, smart card and Original return file is available . Lifetime token tax paid.(no biometric) outer shower inner Jennine excellent condition.","mehran for sale Lahore registeMuhred silver colour 2002, smart card and Original return file is available . Lifetime token tax paid.(no biometric) outer shower inner Jennine excellent condition. Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2002,100000,445000,533790.0,-88790.0,-19.952808988764044,https://www.pakwheels.com/used-cars/suzuki-mehran-2002-for-sale-in-islamabad-10485242
Suzuki Mehran 2016 for sale in Islamabad,Alloy rim android panal  Lightweight alloy rims.,Alloy rim android panal  Lightweight alloy rims. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,100000,1050000,1137500.0,-87500.0,-8.333333333333332,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10362811
Suzuki Mehran 2012 for sale in Islamabad,…,… Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2012,1,935000,1021633.3333333334,-86633.33333333337,-9.265597147950093,https://www.pakwheels.com/used-cars/suzuki-mehran-2012-for-sale-in-islamabad-10382366
Suzuki Mehran 1993 for sale in Islamabad,Suzuki mehran my family used car in good condition Karachi number original book and open letter good body wize urgent sale only call for more details,Suzuki mehran my family used car in good condition Karachi number original book and open letter good body wize urgent sale only call for more details Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1993,595909,210000,296130.0,-86130.0,-41.01428571428571,https://www.pakwheels.com/used-cars/suzuki-mehran-1993-for-sale-in-islamabad-10371747
Suzuki Mehran 2003 for sale in Islamabad,"A o A ,
Selling home used Mehran 
Biometric available 
complete return file available 
smart card available 
life time token paid 
suspension 10/10
engine 10/9 
inner genuine 
outer some pieces shower 
tyres 100%
CNG company fitted installed 
sirf leny waly hazrat rabta krein","A o A , Selling home used Mehran Biometric available complete return file available smart card available life time token paid suspension 10/10 engine 10/9 inner genuine outer some pieces shower tyres 100% CNG company fitted installed sirf leny waly hazrat rabta krein Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2003,25805,540000,626130.0,-86130.0,-15.950000000000001,https://www.pakwheels.com/used-cars/suzuki-mehran-2003-for-sale-in-islamabad-10465093
Suzuki Mehran 2018 for sale in Islamabad,"Suzuki Mehran Vxr Euro 2
Bumper To Bumper Genuine 
Reg:  Sindh 
Gare 100 % Total Genuine ha
Document Clear Ha
Gare Mare Apne Name Pr Ha
Smart Card Life Time Pad
Original File Nmbr Plat Bio Matric On The Spot ha  
gare ka condition bilkul zero meter car jesa ha
Gare total 43k chale ha brand new car h
gare ka body me koi craking dab ya scratch zang nhe ha. new Tyer Lage ha 
gare total sel by sel ha
Engine 100% Standard ha
Ac+Heater Warking Ha
gare ka engine ger sab ok ha gare ma machinecal koi kam nhe ha. 
Urgent sell krne ha. Dealer hazrat our chaska party rabta na kre plzzz apna time west na kre.",Suzuki Mehran Vxr Euro 2 Bumper To Bumper Genuine Reg:  Sindh Gare 100 % Total Genuine ha Document Clear Ha Gare Mare Apne Name Pr Ha Smart Card Life Time Pad Original File Nmbr Plat Bio Matric On The Spot ha gare ka condition bilkul zero meter car jesa ha Gare total 43k chale ha brand new car h gare ka body me koi craking dab ya scratch zang nhe ha. new Tyer Lage ha gare total sel by sel ha Engine 100% Standard ha Ac+Heater Warking Ha gare ka engine ger sab ok ha gare ma machinecal koi kam nhe ha. Urgent sell krne ha. Dealer hazrat our chaska party rabta na kre plzzz apna time west na kre. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,43000,1285000,1369933.3333333333,-84933.33333333326,-6.609597924773015,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10480876
Suzuki Mehran 2018 for sale in Islamabad,"alloy rim
new tyre
total geniun 
best for home use
no work required 
just buy and drive 
ac working",alloy rim new tyre total geniun best for home use no work required just buy and drive ac working Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2018,70000,1300000,1384266.6566666667,-84266.65666666673,-6.482050512820519,https://www.pakwheels.com/used-cars/suzuki-mehran-2018-for-sale-in-islamabad-10408721
Suzuki Mehran 1993 for sale in Islamabad,I want to sale my car,I want to sale my car Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,1993,3000,400000,483913.3333333333,-83913.33333333331,-20.978333333333328,https://www.pakwheels.com/used-cars/suzuki-mehran-1993-for-sale-in-islamabad-10400105
Suzuki Mehran 2007 for sale in Islamabad,"family car neet and clean enjen gear hissa,100% serous Bayer contect me Dealers stay away  call in office ours no cheska  don't time West plz","family car neet and clean enjen gear hissa,100% serous Bayer contect me Dealers stay away  call in office ours no cheska  don't time West plz Mention PakWheels.com when calling Seller to get a good deal",Islamabad,Suzuki,Mehran,2007,85642,670000,753418.5166666667,-83418.51666666672,-12.450524875621898,https://www.pakwheels.com/used-cars/suzuki-mehran-2007-for-sale-in-islamabad-10418329
Suzuki Mehran 2011 for sale in Islamabad,"Suzuki Mehran 2011 model 
Showered 
Ak gody (kuppy) me kaam hua hai 
Location g15
Urgent sale
File smartcard by hand
Lifetime token paid
",Suzuki Mehran 2011 model Showered Ak gody (kuppy) me kaam hua hai Location g15 Urgent sale File smartcard by hand Lifetime token paid Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2011,518,720000,803300.0,-83300.0,-11.569444444444445,https://www.pakwheels.com/used-cars/suzuki-mehran-2011-for-sale-in-islamabad-10471731
Suzuki Mehran 2016 for sale in Islamabad,red alloy rims and speaker in back Original return file is available . Driven on petrol throughout . Token tax paid for life. As good as a brand new car. New tires installed recently . Engine in pristine condition . All token taxes are paid to date. Original book of this car is also available. Never got into accident. Need to sell the car urgently. No call/SMS will be answered after office hours. Price is slightly negotiable.,red alloy rims and speaker in back Original return file is available . Driven on petrol throughout . Token tax paid for life. As good as a brand new car. New tires installed recently . Engine in pristine condition . All token taxes are paid to date. Original book of this car is also available. Never got into accident. Need to sell the car urgently. No call/SMS will be answered after office hours. Price is slightly negotiable. Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2016,120000,1250000,1331783.3333333333,-81783.33333333326,-6.54266666666666,https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-islamabad-10403057
Suzuki Mehran 2005 for sale in Islamabad,"Body Condition 10/9
engine 10/10
interior totally genuine 
outside total Shower
Serious person contect  only

[redacted phone number]",Body Condition 10/9 engine 10/10 interior totally genuine outside total Shower Serious person contect  only [redacted phone number] Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2005,150000,550000,630708.8888888888,-80708.88888888876,-14.674343434343411,https://www.pakwheels.com/used-cars/suzuki-mehran-2005-for-sale-in-islamabad-10462798
Suzuki Mehran 2013 for sale in Islamabad,"Excellent Condition 
Total Genioun 
Only 2 Piecr minor spray
AC chilled
Machenical all ok 
No Work Required
Complete Documents
Urgent For Sale
Only serious Buyers Contact 
Price Almost Final . . . . .",Excellent Condition Total Genioun Only 2 Piecr minor spray AC chilled Machenical all ok No Work Required Complete Documents Urgent For Sale Only serious Buyers Contact Price Almost Final . . . . . Mention PakWheels.com when calling Seller to get a good deal,Islamabad,Suzuki,Mehran,2013,125000,925000,1005633.3333333334,-80633.33333333337,-8.717117117117121,https://www.pakwheels.com/used-cars/suzuki-mehran-2013-for-sale-in-islamabad-10427849
